pet_id,pet_name,primary_breed,secondary_breed,mixed_breed,age,gender,size,primary_colour,secondary_colour,coat_length,shelter_name,shelter_id,zip_code,num_photos,children,cats,other_dogs,other_animals,fee_waived,pet_location,characteristics,house_trained,health,pet_story
71749644,Gabbi,German Shepherd Dog,,False,Young,Female,Medium,,,,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,False,,False,,False,"Loganville, GA",N/A,Yes,Spayed / neutered.,"Meet Gabbi
Gabbi is a fearful dog. She is fully vetted and ready for adoption. Gabbi is two years old. Unfortunately, one of her biggest fears is men. She has not shown aggression, she just backs away. Gabbi is also not dog friendly due to a total lack of exposure to the world. She would be a loving and loyal companion for a single woman. She is crate and housetrained and loves to play ball. She has made great progress with her fears while in foster care in Jackson, GA and it is believed that with socialization and patience, Gabbi can overcome her fears and be the perfect companion."
69042357,Eva,German Shepherd Dog,,True,Young,Female,Medium,,,,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,True,True,True,,False,"Loganville, GA",N/A,N/A,Spayed / neutered.,"Meet Eva
Meet Eva! She is adorable and ready to find her forever home. She is spayed, current on vaccinations, and chipped. She is a year old and weighs 51lbs. She is dog, cat, and people friendly.
Cat compatibility unknown at this time.

Eva would make a wonderful companion, to a loving home where she will get the time and attention she deserves.

Ready to adopt?! Please send us a email inquiry or visit our website to apply."
69022455,Domino,Labrador Retriever,,True,Adult,Female,Medium,,,,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,False,False,False,,False,"Loganville, GA",N/A,Yes,Spayed / neutered.,"Meet Domino
**This is a courtsey listed dog as we are helping the owner rehome. If you are an interested adopter we can connect you with the owner, as this dog is not in our care.**

Meet Domino! Domino is a nine year old female Current on vaccinations and spayed. Domino is in need of a new home after her elderly owner became ill. Domino is looking for a loving home to spend her golden years in. She would be best as the only pet in the home. She rides well in the car and would make a loving companion. An adult only home, or a home with other children would be best. Domino needs a patient owner to understand she needs some training, but as an older dog she will be ideal for a person or couple looking for companionship. As a mature lady Domino is simply looking for a calm and loving home to help heal her broken heart. Domino comes with her crate, Bowls. Blanket, and a leash. The only thing she is missing is you! Maybe you know someone living alone or who works from home. Please let them know about Domino. If you would like to learn more or apply to adopt please visit our website or send us a email inquiry. 12/1/24 2:46 AM"
65813248,Lena -,Boxer,,False,Baby,Female,Medium,,,,Out of the Box Boxer Rescue,GA923,30052,3,True,True,True,,False,"Loganville, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered.","Meet Lena -
Pending adoption---

Lena Female 7~10 months Located in Buford GA w/ obbrescue.org Ears/ Tail - Natural/ Dockedl Good with kids Good with all size dogs good with Cats She sleeps through the night in her crate and is potty trained. Lena is very eager to please and food motivated. Sit for her food. Favorite hobbies is tug a war, playing, and napping at your feet. Working on not getting up on furniture but might test you on that. Lena very submissive and and a bit shy with strangers but, warms up quickly. She's your typical young puppy with lots of energy and she likes to chew on things . PLEASE SHARE so she can find her forever home !!!! Will be available at the end of the month You can submit an application to adopt at www.obbrescue.org. Adoption fee $275.00 for dogs 6 months and older, puppies are $315. To apply to adopt a dog, visit our website at https://www.obbrescue.org/application-to-adopt-foster. Check all available dogs by visiting our dog listing at https://www.obbrescue.org/copy-of-available-dogs...
To apply to adopt a dog, visit our website at https://www.obbrescue.org/application-to-adopt-foster. Check all available dogs by visiting our dog listing at https://www.obbrescue.org/copy-of-available-dogs. 9/6/24 8:16 PM"
63555323,Austin,Mixed Breed,,False,Young,Male,Large,Black,,Short,PAWS Atlanta,GA914,30035,6,True,,,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Independent, Curious, Funny, Loves kisses",N/A,"Vaccinations up to date, spayed / neutered, special needs.","Meet Austin
Arthur is hoping his second chance will be so much better than his first. This sweet guy has been put through the wringer, but you would never know it, looking at his happy, engage, sunny-side up personality. He’s fun and playful and has been doing great at the shelter. We’d love to introduce you to Arthur because he’s such a good boy."
62731418,Pinky Tuscadero,Staffordshire Bull Terrier,,False,Adult,Female,Medium,,,,PAWS Atlanta,GA914,30035,6,,,,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Smart, Curious, Quiet",N/A,"Vaccinations up to date, spayed / neutered.",N/A
62485660,Sweet Cheeks,Mixed Breed,,False,Adult,Female,Large,Golden,Red / Chestnut / Orange,,PAWS Atlanta,GA914,30035,6,,,True,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Funny, Athletic, Brave, Curious, Couch potato",N/A,"Vaccinations up to date, spayed / neutered.","Meet Sweet Cheeks
Cool Hand Luke, 4, greets us each morning with a double-eared salute and a Mona Lisa smile on his face. He’s one of those dogs who NEEDS his own Instagram account, mostly because we can’t bear to be without seeing his sweet face every day.
It’s hard to tell what he’s thinking — but he’s always got his head tilted, and that crooked little smile beaming up at us. This boy has swagger and sweetness. Luke is a gentle, curious guy with a kind of dreamy personality. He always looks like he’s lost in thought, floating somewhere, a million miles away from the hustle of shelter life.
On leash, Luke is more focused and has begun checking in with us on walks, growing more attentive the more he relaxes.
Luke came to us from Albany Humane Society, where he had a reputation for being and easy guy who is good with other dogs. He would love to end up with someone who is playful and fun, and a more active home would be ideal for him.
If you’re interested in a friendly, gentle, independent guy, he is so worth a look. Please fill our an application and email it to us. We’ll set up a time for you to come out and spend some time with him. We are pretty surge you’re going to love him."
61242618,Mangochi,Mixed Breed,,False,Adult,Female,Medium,Apricot / Beige,,Short,PAWS Atlanta,GA914,30035,5,,,,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Curious, Funny, Couch potato",N/A,"Vaccinations up to date, spayed / neutered.","Meet Mangochi
This mystery mix girl is ridiculously cute. She’s also nice as can be. Mangochi, who is about 4, has a Frenchie face, Bassett legs and… rabbit years? She’s 100% original and we adore her. We don’t know a lot about her background because her human left her behind at our gate. But, she’s pretty even-keeled and seems comfortable around other dogs. Not sure about cats."
60410655,Selena Gomez,Mixed Breed,,False,Adult,Female,Large,Apricot / Beige,Golden,Short,PAWS Atlanta,GA914,30035,6,,,True,,False,"Decatur, GA","Friendly, Loyal, Gentle, Playful, Curious, Funny, Athletic",N/A,"Vaccinations up to date, spayed / neutered.","Meet Selena Gomez


Selena Gomez needs a moment to collect herself with new people. But, once she has the chance to look in your eyes and read your heart, she relaxes and feels much better.

It's almost like you can watching this magical transformation - as Selena begins to show her true, wiggly, happy self to you.

She's a playful, joyful young dog who seems comfortable around other dogs at the shelter. We've not yet had a chance to test Selena with our resident cats but can do so, if you have a feline friends at home."
60410635,Triss ,Hound,,False,Baby,Female,Large,Bicolor,,Short,PAWS Atlanta,GA914,30035,2,True,,True,,False,"Decatur, GA","Friendly, Affectionate, Gentle, Playful, Curious, Funny, Adorable",N/A,"Vaccinations up to date, spayed / neutered.","Meet Triss
Triss just joined PAWS Atlanta with her brother. She’s about 2-3 months old and is soaking up the world around her. We think Triss would be.a great family dog or companion for another dog. She’s got that bashfulness many puppies have and she’s very sweet."
60410548,Jag,Pit Bull Terrier,,False,Adult,Female,Medium,Gray / Blue / Silver,,Short,PAWS Atlanta,GA914,30035,6,,,False,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Brave, Curious, Funny, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Meet Jag
We're not going to lie. Rescue sometimes breaks your heart. We cried when Jag came back to us, because we know how much she wants to be in a home with every fiber of her wigglebottom being.

She had to return to PAWS because her adopters were having some personal challenges that had nothing to do with Jag. They loved her and said she was a dream.

We always take our dogs back, and we always believe we can find them a better fit.

But, Jag is struggling. When you stop by to see her, she wraps her little body into yours and then just collapses into a ball at your feet. Just thinking about how lost she must feel just guts us.

This is the second time Jag has had to come back to us, and both returns had nothing to do with her or anything she did. The first time, her adoptive family had growing teens who ""outgrew"" the novelty of having and dog and no longer felt they had time for her.

Jag adores people and can not get you close enough. If she could zip herself inside your winter coat, she'd do it in a heartbeat. She's a dream in a house and just wants to love and be loved.

Jag walks politely on leash and has a sweet, endearing little smile. She knows her basic skills. She's housetrained and is much-loved around PAWS. She needs to be an only dog, and we are not sure about cats, although she lived in the kitchen of our cat cottage for months with no issues with anyone, cats or dogs."
60379025,Mrs. Claus,Mixed Breed,,False,Adult,Female,Medium,Brindle,,Short,PAWS Atlanta,GA914,30035,5,,False,,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Funny, Couch potato, Loves kisses, Smart, Curious, Quiet, Gentle",Yes,"Vaccinations up to date, spayed / neutered.","Meet Mrs. Claus
We all have a crush on Mrs. Claus. She came to us ready to pop, an in short order delivered a dozen puppies. Mrs. Claus was a great mom, patient with her pups, tolerant of us handling her and her babies. She handled the whole mom process like a champ, and now spayed, she will never have to worry about giving birth and raising a family again.

She’s been in foster care for a few months now, and we’re getting really good feedback on how she’s doing in a home.

Mrs. Claus is fantastic with people, and she's very social and comfortable in new settings. We're still evaluating her with other dogs. When we know more, we'll update her bio. She's not a good fit for cats.

It's been fun to watch her blossom in our care. She seems very intelligent and very easygoing and playful with her human friends."
60314385,Oatmeal,Mixed Breed,,False,Adult,Male,Large,,,,PAWS Atlanta,GA914,30035,6,True,True,True,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Curious, Funny, Athletic, Loves kisses, Loves kids",Yes,"Vaccinations up to date, spayed / neutered.","Meet Oatmeal
Oatmeal, 2, is a social, fun, confident dog who loves to play and go for walks. He has tested well with other dogs and has lived in a home for the last year and a half of his life. Oatmeal has shown signs of resource-guarding when it comes to food. For this reason, his best fit in terms of a home would be with adults."
60314374,Big Boy,Mixed Breed,,False,Adult,Male,Large,Yellow / Tan / Blond / Fawn,,,PAWS Atlanta,GA914,30035,6,,,,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Smart, Independent, Funny, Athletic, Curious, Brave, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.","Meet Big Boy
Firulais, 1, 28 pounds, just came up for adoption! Stay tuned for more information on him."
60313350,Bender ,Mixed Breed,,False,Adult,Male,Large,Golden,Apricot / Beige,,PAWS Atlanta,GA914,30035,5,True,,True,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Smart, Protective, Curious, Funny",N/A,"Vaccinations up to date, spayed / neutered.","Meet Bender
Bender, 1, is a good boy who was adopted from PAWS as a puppy and recently had to come back to us through no fault of his own. He’s athletic and playful and would love to find someone looking for a companion to take on walks and adventures. Bender is smart and learns quickly."
59480701,Casper,American Bulldog,,True,Adult,Male,Large,,,Short,PAWS Atlanta,GA914,30035,5,,,,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Curious, Funny, Couch potato",N/A,"Vaccinations up to date, spayed / neutered.","Meet Casper
Casper is a fun, easygoing guy who loves to get out and explore with you. He’s a happy, sunny dog who smiles at you quite a bit. Even in a shelter, Casper rarely has a bad day. At 4, he still has a healthy (appropriate) amount of puppy energy and he loves to play and engage with you. We’ve not had a chance to test him with other dogs or with our cats, but we can test him if you have a pet at home."
59268238,Dave ,Hound,,True,Adult,Male,Medium,,,Short,PAWS Atlanta,GA914,30035,1,,,,,False,"Decatur, GA","Loyal, Playful, Smart, Protective, Curious, Independent, Athletic, Quiet, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.","Meet Dave
Dave is a loyal, very good, somewhat anxious guy looking for a quieter, adult-only home, where he can have a predictable daily routine. He loved their kids, and has spent the last 5 months in a home with children ages 5 to 13. But, because of his unpredictability with children at times, his adopters made the really difficult decision to bring him back to PAWS to allow us a to find him a better fit in a home without kids.

At 3, he is smart and playful and walks beautifully on leash. His best fit would be an experienced adopt who is open to working with Dave and helping him feel more confident. Because of his anxiety, he is not a good fit for children. He would feel happiest in a calm, relaxed home with someone who is more of a homebody, who wants a companion."
59096991,Harmeling,Mixed Breed,,False,Adult,Female,Medium,Bicolor,,Medium,PAWS Atlanta,GA914,30035,5,,,True,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Smart, Curious, Funny, Athletic",N/A,"Vaccinations up to date, spayed / neutered.","Meet Harmeling
Harmeling is a playful, energetic 1-year-old shepherd mix girl. She was left behind by her people. So, we don't have a lot of background information on her.
She is athletic and happy and enjoys meeting new people. She's still learning her basics but does know a few. Harmeling is super intelligent. We'd love to see her go to a home where she can be part of a family."
59086139,Caboose,Mixed Breed,,False,Adult,Male,Medium,Gray / Blue / Silver,White / Cream,Short,PAWS Atlanta,GA914,30035,6,,,True,True,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Smart, Curious, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Meet Caboose


Caboose is as fun as he is beautiful. His favorite things are plush toys and playtime, and treats are probably a close third on the leaderboard. He’s a master of fetch and will play all day, if you’re up for it.

At 3, Caboose is playful and athletic, but he also has a really laidback energy, meaning that he is up for anything but is never too much. He knows how to read the room and adjust his approach.

We've had a lot of abandoned pets this year, closing in on 150, and Caboose is one of them. He came in so shy and frightened, but was nothing but friendly and polite with our team, as if he sensed he was in a safe place. Since his arrival, Caboose has grown more comfortable and confident.

We'd love to see him end up with someone who is as devoted to him as he will be to them. We'd love to find him someone who can offer him nothing but love and stability and the life he deserves.

We have not yet had a chance to test Caboose with our other dogs or cats. If you would like to meet this gorgeous, easygoing boy, please fill out and send in an adoption application. We'll get you scheduled to come out as soon as possible."
57302926,Corkscrew,Mixed Breed,,False,Young,Female,Medium,Black,,,PAWS Atlanta,GA914,30035,6,,False,True,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Playful, Smart, Curious, Funny, Athletic",N/A,"Vaccinations up to date, spayed / neutered.","Meet Corkscrew
Corkscrew is great with other dogs (although no cats) and is a smart, friendly, athletic, joyful guy. He has lived in a home prior to coming to PAWS. He was just picked to go into a foster home with another dog and did really well on his introduction to her. Corkscrew would thrive in a home with someone who is relatively active and is looking for an intelligent, loyal, happy running or walking partner. He’s a great dog."
57289072,Ms. Dottie,Pit Bull Terrier,,True,Senior,Male,Medium,Black,White / Cream,Short,PAWS Atlanta,GA914,30035,2,True,,False,,False,"Decatur, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Curious, Independent, Funny, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Meet Ms. Dottie
Ms. Dottie is delightful. Short and stocky, low enough to the ground that the grass can almost reach her round little belly, she is a magical dog. She reminds us of a cross between a kimodo dragon and a cupcake— snorty and a little nicked up on the outside, all mushy, gooey sweetness on the inside.

Ms. Dottie came to us from another rescue, where she was saved from a hardscrabble existence, tied to a tree for the first 7 or 8 years of her life. The rescue reached out to us because Ms. Dottie was safe with them, but being overlooked by adopters, and she was heartworm positive. Could we bring her to you, they asked? We took one look at her little crooked smile and said YES YES YES.

Miss Dottie’s first 8 years may have been tough, but this butterfly is ready for the sweet life. She passed her cat test and does not seem flustered by other dogs she see out and about on her shelter walks.

We introduced her to several, and she wasn’t quite sure what to do. When the other dogs got too close, or tried to get up in her grill (as doggos are wont to do), she seemed overwhelmed and wanted her space back. So, we think Miss Dottie would be most comfortable is a home where she can see other dogs at a distance but doesn’t have to get up close and personal with them.

Miss Dottie would love a foster home, or a foster-to-adopt situation, while she goes through her heartworm treatment. She’s a great listener and a true friend.
We think she’d be a good fit for a family, and nothing would delight her more.

If we can answer any questions about Miss Dottie, please reach out. If you’d like to meet her, please put in a foster or adoption application and we’ll make it happen!"
57288962,Piggy,Pit Bull Terrier,,True,Adult,Female,Large,Gray / Blue / Silver,,Short,PAWS Atlanta,GA914,30035,5,,False,False,False,False,"Decatur, GA","Friendly, Affectionate, Playful, Smart, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Meet Piggy
Piggy is a perfect, velvety pittapotumus sweet potato who snorts with pleasure every time something makes her happy, which means she’s pretty much in a constant state of snorting. Piggy is a total trooper, up for anything and game-on for any adventure. She loves to party, if, by “party,” you mean run zoomies around our enrichment area and smell all the smells and hop like a rabbit when feels her Piggy joy coming on. At 1, Piggy just joined our program, and she’s social and adores being the center of attention. She’s a small/medium pibble girl, somewhere between “pocket” and typical size and she is ridiculously pretty in person.
Piggy loves to play and is constantly checking in with you to make sure you’re having a good time. She’s polite that way. We’ve discovered Piggy is not a fan of seeing other dogs out and about at the shelter. So, right now, we’re recommending her as an only dog. She could go to a home with older children or adults. She enjoys walking on leash and has good manners. Piggy is also very intelligent and eager to learn new things. She a very happy, upbeat girl and would love to go on hiking adventures or car rides. She’s active enough to be able to keep up with a physically fit owner, but she also really enjoys the couch-potato life, too. Treats are much appreciated.
If you’d like to meet Piggy, please fill out an adoption application. A member of our adoption team will get you set up with a time to come out and spend some time with her. We love this sweet girl, and we’re pretty sure you will, too."
55005938,Sarah Ribbons,Shepherd,,False,Adult,Female,Large,Brown / Chocolate,White / Cream,Short,PAWS Atlanta,GA914,30035,5,False,False,False,,False,"Decatur, GA","Friendly, Affectionate, Gentle, Playful, Smart, Brave, Protective, Curious, Independent, Funny, Athletic, Quiet, Dignified, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Meet Sarah Ribbons
Sarah Ribbons is one of those dogs who just hits us in the feels. She's a loyal, attentive companion and when she loves you, Sarah really, really loves you. She knows all her basic skills and will show them off for a treat. Sarah would love a quieter adult home with someo e who also enjoys a slow pace with occasional bouts of youthful joy."
55005930,Sparkey ,Pit Bull Terrier,,True,Adult,Male,Large,Red / Chestnut / Orange,White / Cream,Short,PAWS Atlanta,GA914,30035,4,,,,,False,"Decatur, GA","Friendly, Playful, Affectionate, Loyal, Curious, Funny, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",N/A
54610963,Ripley,Mixed Breed,,True,Adult,Male,Large,Brown / Chocolate,,Short,PAWS Atlanta,GA914,30035,6,True,,True,,False,"Decatur, GA","Friendly, Playful, Curious, Athletic, Affectionate, Loyal, Gentle, Smart, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Meet Ripley
Ripley, 2, is a staff and volunteer favorite who is looking for a soft place to land. He is a sweet, easy charmer and a quirky, lovable companion. When we first met him, Ripley was really shy. But he quickly assessed the situation and realized he was among friends and could relax with us. Since then, he's been a joyful guest who makes friends easily.

Ripley has lived in a home and appears house trained and well-mannered. He knows his basic skills and will show them off in return for a tiny treat or two, which he receives like the proper gentleman he is.

His best fit would be an active home, because he's young and fit and loves exercise. He would thrive with a couple of good walks every day, where he could get out and explore with you. Ripley came back to us with a few extra pounds of padding. But, he’s open to walks and hiking and whatever else you want to do, and we think he will easily get himself back in great shape once he’s getting regular exercise.

He's very loyal and loves his human friends and caretakers at the shelter."
54281604,Ma'am,Mixed Breed,,True,Adult,Female,Large,Yellow / Tan / Blond / Fawn,,Short,PAWS Atlanta,GA914,30035,6,False,,,,False,"Decatur, GA","Playful, Friendly, Smart, Brave, Athletic",N/A,"Vaccinations up to date, spayed / neutered.","Meet Ma'am
Ma’am is soaking up the world like a sponge. She’s learning all kinds of things — how to meet new people, how to walk on leash, plus the excellent sit-stay you can see in this photo. Impressive, right?

Ma’am came to us when her previous human was no longer able to take care of her. It’s taken her a minute to catch her breath and adjust to the shelter, but she’s making steady progress. With us, her body language is wiggly and loose and she is friendly and playful. Her energy is about an 8/10, which is completely normal for a puppy her age.

Ma’am would be a good fit for someone willing to put in the time to help her thrive and learn. She’s smart and she’s loyal. She’s also a tiny bit of a show off. With a little bit of praise and some consistent coaching, she is going to be a great dog. If you’re open to taking a training class together, we know she’d love something like that.

Ma’am is working on greeting new people politely and not jumping up for attention. But, it’s hard, because PEOPLE ARE EXCITING! She grasps the concept of polite hellos, but she’s still working on the execution. :) But, we’re getting there! As she’s a work in progress, we think Ma’am needs an adult home with someone who will continue to work with her to help her develop and grow. The payoff is that you will be able to spend your life with a beautiful, curious, faithful friend.

Come meet Ma’am. Seriously. You can start the process by filling out an adoption application and emailing it to info@pawsatlanta.org. We’ll take it from there."
54281494,Charlotte ,Mixed Breed,,True,Adult,Female,Large,Black,Brown / Chocolate,Short,PAWS Atlanta,GA914,30035,5,,False,False,,False,"Decatur, GA","Playful, Smart, Athletic, Brave, Curious",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Meet Charlotte
Charlotte is our free spirit, our wild child, slightly naughty, a tad mischievous and 100% her own lady. She has a big personality and zero social skills training. Being in a shelter, she missed all the basics: Proper Hello Etiquette 101, that seminar on leisurely leash-walking, all of it. She missed all of it.

But, here’s the thing, friend. Charlotte is the smartest girl in the shelter. Give her some time, teach her some basics, and this girl will amaze you. She just needs someone who can show her the ropes of what it means to be a great dog, and then she’ll take it from there. Charlotte already knows sit, stay and wait. She’s never met a treat she didn’t like. So, you could use lots of praise and little bits of cheese to teach her everything she needs to know.

Charlotte loves exercise of any kind, playtime, being with her people and naps. She loves learning and being praised for how smart she is. She loves going on adventures and taking walks. She loves being outdoors and feeling the sun on her face. She loves snacks and chew toys and biscuits. She loves belly rubs and ear scratches, which she calls “scritches,” as in, “Gimme some scritches, please.”

The one thing Charlotte doesn’t love is other dogs. In fact, she’s a hot mess around them. We don’t know why — and we wish we could just sit on the front stoop and have a beer and talk about it. So, if you can be happy with one dog with a boatload of personality, and hanging out at dog parks isn’t really your thing, Charlotte is your girl."
54280354,Daisy,American Bulldog,,True,Adult,Female,Medium,White / Cream,,Short,PAWS Atlanta,GA914,30035,6,False,False,False,,False,"Decatur, GA","Friendly, Loyal, Smart, Curious, Deaf, Quiet",N/A,"Vaccinations up to date, spayed / neutered, special needs.","Meet Daisy
Our sweet, watchful Daisy is still looking for her hero. This striking American Bulldog mix is 100% people-focused and adores her human, especially the animal care staff and volunteers who take care of her. She has been an easy guest-- polite, relaxed and a gentle-walker on leash.

Daisy was rescued by some Good Samaritans, who asked PAWS Atlanta for help with finding her a lasting home. She is deaf and is smart and eager to learn new skills. She loves treats and pets.

Daisy needs to be the only dog in her home. Although she seems okay with seeing other dogs walking off in the distance at the shelter, she does not want them close to her.

Daisy would be a really good fit for someone who is relaxed and friendly. She's not too active, although she does enjoy playing games and going for walks. If you would like to meet Daisy, send is an adoption application and we'll make it happen!"
54223785,Hot Chocolate,Shepherd,,True,Adult,Male,Large,Brown / Chocolate,Black,Short,PAWS Atlanta,GA914,30035,2,,,,,False,"Decatur, GA","Friendly, Playful, Smart, Curious, Athletic, Loyal, Affectionate, Protective",N/A,"Vaccinations up to date, spayed / neutered.","Meet Hot Chocolate
Just in time for cold weather, here comes Hot Chocolate! This gangly one-year-old shepherd mix belonged to a 2017 litter of PAWS puppies. He was quickly adopted, but returned a year later when his owners realized they couldn’t provide him adequate time or direction. Hot Chocolate is a typical teenager—no longer a child but lacking the social graces of adulthood. He’s energetic, goofy, and dramatically affectionate when you least expect it, such as when you’re tying your laces and find Hot Chocolate’s slobbering face blocking sight of your shoe. Hot Chocolate loves playing with other dogs. The more muddy the romp, the better. Typical of his breed, he’s also extremely smart. He’s quick to shake paws for a proffered treat, although his execution is a little wobbly. With some structure, a little training, and lavish amounts of love, Hot Chocolate will rapidly transform into a solid, loyal, devoted companion."
54223384,Brandy,American Bulldog,,True,Senior,Female,Medium,White / Cream,Brindle,Short,PAWS Atlanta,GA914,30035,6,False,False,False,,False,"Decatur, GA","Playful, Gentle, Loyal, Affectionate, Brave, Smart, Friendly, Independent",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Meet Brandy
We have so many great dogs in our program, but Brandy, with her tiny quotation mark ears, is the one who has grabbed our hearts. She is fiercely loyal and so, so smart. She adores treats and tennis balls and sitting inside our tiny visitors cottage. She loves the toys in there and the fluffy bed and the little ottoman we sit on side by side. We spend a lot of time talking with her about the weather or our week or the obvious fact she is the best good girl. Brandy has been waiting years for a home, largely because she needs the right fit. And adult home with a strong routine would be optimal. She loves playing fetch and is excellent at it. Brandy is a tripod, but she has no idea she has any limitations, so please, please don't tell her she is any different from any other playful, graceful, athletic dog. Brandy tanked rather miserably on her cat test. She needs an adult home, preferably with someone who can work with her and help her adjust to life outside of the shelter, which is all she knows. She is our spirit animal, this one. Please ask us to tell you more about Brandy."
52223514,Zoomer,Mixed Breed,,True,Adult,Male,Medium,Red / Chestnut / Orange,White / Cream,Medium,PAWS Atlanta,GA914,30035,3,,,,,False,"Decatur, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.","Meet Zoomer
Zoomer has appointment himself President and CEO of the ""PAWS Atlanta Adventure Club."" What's the Adventure Club, we asked him. Take me out for a walk, he whispered through the kennel door. Okay, we said, opening the door and fumbling to get the sliplead over his almighty ears. That's when he slipped right by us and took off around kennels of the big dog room! We ran into the small dog room, and then the feeding room. Look at you chasing me, Zoomer laughed. We are having a PAWS Atlanta Adventure! Okay, it was a mercifully short adventure and we got him back on leash with only minor huffing and puffy on our part. But, that's how Zoomer lives his life, full-throttle and ready for the next big thing. At 2, he's part pirate, part dingus and 100% happy, all the time, no matter what life throws at him. He loves people and seemed pretty oblivious to all of the dogs who were egging him on during his great escape. We've not had a chance to test him in play sessions with other dogs or in our Cat Cottage. We're gonna go out on a limb and say he's probably a little too overly enthusiastic about cats. Zoomer is going through heart worm treatment. So, he's technically supposed to be taking things easy for the next few months. Someone needs to tell him that. He would be a perfect fit for someone on the more active side, who wants a big dog with a huge personality. We're working on his social decorum skill set. Zoomer is an enthusiastic learner and loves treats. He knows sit but does not keep his bottom on the ground for very long."
52223144,Cora,Mixed Breed,,False,Adult,Female,Large,Gray / Blue / Silver,White / Cream,Short,PAWS Atlanta,GA914,30035,2,False,False,,,False,"Decatur, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.","Meet Cora
Cora was valedictorian of her class at UFTB (University of Fetch That Ball!) and she's never met a tennis ball she didn't fancy. At 3, she's athletic, smart and a quick-study. She would love to have a human who might be up for joining a training class or maybe a dog agility program, where she could really show off her skills. She's very focused and energetic, and we can totally see her doing scent training or running through an agility course.
Cora needs to go to an adult home. We're not sure about other dogs, but she did raise a litter of puppies and was a good momma to them. We'd love to see Cora end up with someone who will work with her and set her up to be thriving young dog she was meant to be. She came to us from our rescue friends at DeKalb Animal Services."
50091589,Flip Flop,Terrier,,True,Young,Male,Medium,Bicolor,Brindle,,PAWS Atlanta,GA914,30035,2,,,True,,False,"Decatur, GA","Playful, active, fun, cute, loving, happy, social,",Yes,"Vaccinations up to date, spayed / neutered.","Meet Flip Flop
Flip Flop is a 1-year old dingus who is looking for an active adult home. He’s very keyed up at the shelter, so it’s hard for him to settle down and nail his first impressions. He’s a sweet kiddo and has done well outside the shelter in his foster home. His foster writes:
He is SUCH a sweet and curious boy, wanting to be anywhere we are in the house. There isn’t a mean bone in his body. He loves to snuggle and isn’t shy about laying on top of us when given the chance! Flip Flop loves toys of all kinds- chews, plush, balls, challenge toys and he will entertain himself with toys or respond well to being played with. We limited toys out in the house to 2 as he likes to collect them for himself. He likes to playfully growl and play tug of war. Flip Flop does fine being bathed in an enclosed space as he will try to get out otherwise, and he loves running around in the yard.
He does sometimes nibble on various items (blankets, pillows) but responds easily to redirects to dog-approved items. Other than the first day at our house, Flip Flop has only gone potty outside and even has rung the bells on the door a few times to indicate going outside. He sleeps through the night in his crate without any problems at all and barks in the morning when ready to wake up! He has taken to the crate really well if needed when being left alone- No destructive behavior noted at all. He is not well leash trained and pulls heavily on a leash, but Gentle Leader head collar training is starting, as he responded well (other than trying to get it off :)) when we practiced it with our current dog’s Gentle Leader.
He follows commands for sit, lay down, and no and usually responds to his name. He does not respond to come, down/off. “"
